1,18
1,19
2,18
2,19
3,18
3,19
4,10
4,7
5,10
5,7
6,10
6,5
7,14
7,7
8,14
8,7
9,14
9,7
10,9
10,7
11,9
11,7
12,9
12,5
13,9
13,19
14,9
14,19
15,9
15,19
16,17
16,5
17,17
17,5
18,17
18,5
19,17
19,6
20,17
20,6
21,17
21,5
22,17
22,5
23,19
23,7
24,19
24,7
25,1
25,7
26,1
26,7
27,11
27,16
28,11
28,16
29,19
29,7
30,19
30,7
31,19
31,11
32,19
32,7
33,19
33,7
34,19
34,11
35,15
35,7
36,15
36,7
37,10
37,16
38,10
38,16
39,17
39,15
40,17
40,15
41,19
41,5
42,19
42,5
43,18
43,19
44,18
44,19
45,18
45,19
46,9
46,18
47,9
47,18
48,9
48,19
49,9
49,19
50,11
50,7
51,11
51,7
52,17
52,6
53,17
53,6
54,14
54,7
55,14
55,7
56,2
56,7
57,2
57,7
58,10
58,7
59,10
59,7
60,14
60,7
61,14
61,7
62,14
62,2
63,4
63,7
64,4
64,7
65,4
65,7
66,2
66,7
67,2
67,7
68,2
68,7
69,18
69,19
70,18
70,19
71,18
71,19
72,14
72,19
73,14
73,19
74,8
74,11
75,8
75,11
76,8
76,11
77,10
77,7
78,10
78,7
79,14
79,4
80,14
80,4
81,1
81,12
82,1
82,12
83,17
83,5
84,17
84,5
85,17
85,5
86,14
86,7
87,14
87,16
88,19
88,7
89,19
89,7
90,14
90,7
91,14
91,16
92,13
92,19
93,13
93,19
94,13
94,19
95,8
95,11
96,4
96,7
97,4
97,7
98,14
98,7
99,14
99,7
100,1
100,7
101,1
101,7
102,18
102,4
103,18
103,4
104,11
104,7
105,11
105,10
106,2
106,7
107,2
107,7
108,17
108,7
109,19
109,7
110,19
110,7
111,11
111,8
112,11
112,8
113,17
113,7
114,18
114,7
115,17
115,7
116,14
116,7
117,14
117,7
118,14
118,7
119,14
119,7
120,14
120,7
121,14
121,4
122,4
122,15
123,9
123,5
124,16
124,4
125,1
125,7
126,10
126,7
127,9
127,7
128,17
128,7
129,14
129,7
130,14
130,5
131,14
131,16
132,17
132,7
133,17
133,7
134,14
134,7
135,1
135,7
136,10
136,7
137,17
137,7
138,8
138,14
139,8
139,14
140,8
140,14
141,8
141,14
142,8
142,5
143,17
143,7
144,16
144,5
145,1
145,5
146,10
146,5
147,3
147,7
148,3
148,7
149,3
149,5
150,4
150,7
151,4
151,7
152,18
152,7
153,18
153,7
154,18
154,7
155,10
155,7
156,10
156,7
157,10
157,7
158,14
158,7
159,14
159,7
160,14
160,7
161,17
161,7
162,17
162,7
163,17
163,5
164,17
164,5
165,9
165,5
166,9
166,5
167,9
167,19
168,9
168,19
169,19
169,5
170,14
170,1
171,14
171,1
172,1
172,7
173,15
173,7
174,17
174,15
175,15
175,7
176,15
176,5
177,4
177,5
178,4
178,5
179,1
179,7
180,1
180,7
181,1
181,7
182,18
182,7
183,14
183,15
184,14
184,15
185,8
185,7
186,14
186,7
187,18
187,5
188,18
188,5
189,18
189,5
190,17
190,7
191,18
191,7
192,18
192,7
193,9
193,5
194,14
194,11
195,14
195,11
196,4
196,7
197,6
197,7
198,6
198,5
199,14
199,4
200,13
200,7
201,4
201,7
202,4
202,7
203,17
203,4
204,9
204,7
205,9
205,12
206,17
206,7
207,11
207,5
208,12
208,11
209,15
209,7
210,15
210,7
211,14
211,19
212,9
212,12
213,9
213,8
214,9
214,2
215,6
215,16
216,17
216,7
217,17
217,7
218,10
218,7
219,10
219,8
220,16
220,11
221,16
221,11
222,14
222,8
223,14
223,7
224,14
224,7
225,16
225,5
226,14
226,5
227,12
227,5
228,6
228,10
229,6
229,10
230,14
230,3
231,11
231,7
232,11
232,7
233,17
233,7
234,17
234,7
235,17
235,7
236,2
236,7
237,2
237,7
238,16
238,4
239,1
239,7
240,10
240,7
241,17
241,7
242,17
242,7
243,1
243,7
244,10
244,7
245,14
245,7
246,8
246,11
247,8
247,11
248,8
248,6
249,4
249,5
250,10
250,5
251,4
251,18
252,18
252,7
253,18
253,7
254,18
254,7
255,10
255,7
256,10
256,2
257,10
257,2
258,14
258,7
259,14
259,11
260,14
260,11
261,6
261,7
262,6
262,7
263,17
263,7
264,17
264,7
265,9
265,7
266,9
266,7
267,9
267,5
268,9
268,7
269,9
269,19
270,14
270,18
271,14
271,18
272,14
272,18
273,18
273,7
274,18
274,6
275,18
275,6
276,17
276,5
277,17
277,5
278,14
278,5
279,14
279,5
280,4
280,15
281,4
281,15
282,4
282,15
283,9
283,14
284,9
284,5
285,18
285,7
286,18
286,2
287,17
287,7
288,17
288,7
289,17
289,7
290,9
290,11
291,9
291,5
292,9
292,13
293,17
293,7
294,17
294,7
295,17
295,7
296,2
296,7
297,2
297,7
298,17
298,15
299,8
299,7
300,17
300,7
301,17
301,7
302,6
302,13
303,12
303,15
304,12
304,8
305,12
305,8
306,12
306,8
307,2
307,4
308,2
308,4
309,1
309,7
310,1
310,7
311,1
311,7
312,1
312,7
313,9
313,7
314,9
314,7
315,18
315,19
316,19
316,7
317,19
317,7
318,14
318,6
319,14
319,6
320,14
320,7
321,14
321,7
322,10
322,11
323,10
323,11
324,10
324,7
325,4
325,7
326,4
326,7
327,17
327,7
328,11
328,7
329,11
329,3
330,11
330,3
331,18
331,7
332,18
332,6
333,17
333,5
334,3
334,5
335,17
335,7
336,19
336,7
337,8
337,4
338,8
338,4
339,14
339,11
340,14
340,11
341,14
341,7
342,14
342,6
343,11
343,4
344,11
344,4
345,8
345,18
346,8
346,18
347,8
347,9
348,8
348,9
349,14
349,7
350,14
350,7
351,17
351,7
352,17
352,7
353,13
353,7
354,13
354,7
355,13
355,7
356,13
356,7
357,18
357,5
358,4
358,7
359,6
359,7
360,4
360,7
361,16
361,7
362,16
362,7
363,16
363,14
364,16
364,14
365,16
365,14
366,14
366,7
367,14
367,7
368,14
368,7
369,14
369,8
370,14
370,7
371,3
371,7
372,3
372,7
373,3
373,5
374,12
374,4
375,12
375,4
376,12
376,4
377,8
377,7
378,16
378,7
379,12
379,7
380,3
380,4
381,3
381,4
382,14
382,7
383,11
383,7
384,3
384,5
385,12
385,4
386,4
386,7
387,18
387,7
388,18
388,7
389,18
389,11
390,10
390,7
391,10
391,2
392,10
392,2
393,14
393,7
394,14
394,7
395,14
395,12
396,17
396,5
397,17
397,5
398,17
398,5
399,17
399,7
400,17
400,14
401,9
401,7
402,9
402,7
403,1
403,7
404,1
404,7
405,1
405,7
406,18
406,19
407,18
407,19
408,8
408,7
409,8
409,7
410,8
410,12
411,8
411,12
412,9
412,7
413,9
413,18
414,9
414,5
415,9
415,5
416,9
416,5
417,1
417,7
418,14
418,7
419,14
419,7
420,18
420,7
421,18
421,7
422,14
422,7
423,14
423,11
424,17
424,7
425,13
425,5
426,13
426,5
427,17
427,7
428,17
428,7
429,13
429,7
430,6
430,5
431,17
431,7
432,17
432,7
433,4
433,7
434,19
434,6
435,19
435,6
436,12
436,4
437,12
437,4
438,8
438,7
439,4
439,15
440,17
440,7
441,17
441,5
442,13
442,6
443,3
443,11
444,3
444,11
445,3
445,11
446,17
446,7
447,2
447,7
448,2
448,12
449,11
449,7
450,11
450,7
451,19
451,9
452,19
452,6
453,19
453,2
454,19
454,2
455,18
455,7
456,14
456,7
457,14
457,7
458,14
458,5
459,18
459,16
460,18
460,16
461,6
461,16
462,1
462,12
463,17
463,7
464,11
464,8
465,18
465,7
466,1
466,7
467,10
467,7
468,15
468,5
469,9
469,5
470,18
470,7
471,16
471,7
472,11
472,5
473,16
473,11
474,17
474,7
475,4
475,2
476,8
476,12
477,13
477,7
478,16
478,13
479,1
479,13
480,4
480,7
481,4
481,7
482,4
482,7
483,12
483,3
484,14
484,3
485,10
485,12
486,17
486,7
487,13
487,3
488,4
488,7
489,14
489,7
490,14
490,7
491,6
491,7
492,18
492,7
493,17
493,7
494,4
494,10
495,18
495,7
496,18
496,7
497,18
497,7
498,10
498,7
499,10
499,2
500,10
500,2
501,14
501,7
502,14
502,7
503,14
503,7
504,17
504,7
505,17
505,7
506,17
506,7
507,17
507,7
508,17
508,7
509,6
509,7
510,6
510,7
511,18
511,7
512,18
512,7
513,10
513,7
514,10
514,7
515,14
515,7
516,14
516,7
517,4
517,7
518,4
518,7
519,17
519,5
520,17
520,5
521,17
521,5
522,1
522,7
523,1
523,7
524,8
524,7
525,8
525,7
526,8
526,7
527,4
527,5
528,4
528,5
529,11
529,7
530,11
530,12
531,17
531,7
532,2
532,7
533,2
533,7
534,2
534,7
535,14
535,7
536,14
536,11
537,14
537,11
538,2
538,7
539,2
539,7
540,9
540,18
541,9
541,18
542,9
542,18
543,9
