1,20
1,121
2,20
2,121
3,20
3,121
4,17
4,173
5,17
5,173
6,17
6,173
7,141
7,205
8,141
8,205
9,141
9,205
10,150
10,164
11,161
12,26
12,204
13,150
13,164
14,161
15,170
15,193
16,16
16,89
16,198
17,16
17,89
17,198
18,16
18,89
18,198
19,62
19,66
19,73
19,150
19,203
20,62
20,66
20,73
20,150
20,203
21,89
21,170
22,89
22,170
23,85
23,161
23,214
24,85
24,161
24,214
25,94
25,182
26,94
26,182
26,192
27,152
27,154
27,169
27,171
28,152
28,154
28,169
28,171
29,73
29,128
29,147
30,73
30,128
30,147
31,128
31,147
31,162
32,73
32,128
32,147
33,73
33,128
33,147
34,128
34,147
34,162
35,30
35,56
35,100
36,30
36,100
36,212
37,40
37,50
37,171
37,172
38,40
38,50
38,171
38,172
39,25
39,30
39,56
40,25
40,30
40,57
41,81
41,83
42,81
42,83
43,20
43,150
44,20
44,185
45,20
45,43
46,31
46,41
46,43
47,31
47,41
47,43
48,26
48,150
48,204
49,164
49,204
49,226
50,7
50,151
50,154
50,199
51,7
51,151
51,154
51,199
52,124
52,142
52,200
52,214
53,59
53,95
53,142
53,200
53,214
54,22
54,31
54,195
55,22
55,31
55,195
56,5
56,36
56,216
57,5
57,36
57,216
58,50
58,85
58,88
59,50
59,85
59,88
60,31
60,195
60,218
61,31
61,195
61,218
62,31
62,195
62,218
63,83
63,100
63,197
64,83
64,100
64,197
65,83
65,100
65,197
66,66
66,117
66,183
67,66
67,117
67,183
68,66
68,117
68,183
69,20
69,62
70,20
70,62
71,20
71,62
72,21
72,96
72,141
73,21
73,96
73,141
74,61
74,103
74,148
74,154
74,189
75,61
75,103
75,148
75,154
75,189
76,61
76,103
76,148
76,154
76,189
77,48
77,50
77,150
78,48
78,50
78,150
79,119
79,122
79,146
80,119
80,122
80,146
81,4
81,103
81,189
82,4
82,103
82,189
83,36
83,83
83,89
84,42
84,150
84,198
85,42
85,150
85,198
86,74
86,76
86,203
87,74
87,76
87,203
88,62
88,129
88,131
88,185
88,186
89,62
89,129
89,131
89,185
89,186
90,120
90,163
90,167
91,120
91,163
91,167
92,92
93,92
94,29
95,148
95,189
95,222
96,55
96,83
96,84
97,55
97,83
97,84
98,75
98,162
98,163
99,75
99,162
99,163
100,2
100,176
100,182
101,2
101,176
101,182
102,20
102,67
103,20
103,57
103,67
104,12
104,94
104,148
105,12
105,29
105,94
105,148
106,95
106,144
106,213
107,83
107,87
107,89
108,22
108,119
108,122
109,92
110,92
111,94
111,144
111,148
112,94
112,144
112,148
113,68
113,116
113,158
114,20
114,91
114,146
115,42
115,83
115,157
116,31
116,170
116,195
117,31
117,128
117,170
118,94
118,195
118,221
119,94
119,195
119,221
120,4
120,77
120,116
121,4
121,77
121,116
122,47
122,176
122,200
123,183
123,193
123,200
124,41
124,55
124,119
125,182
125,216
126,48
126,216
127,75
127,109
127,112
128,5
128,85
128,162
129,142
129,195
130,85
130,112
131,74
131,163
131,218
132,80
132,95
133,1
133,6
133,150
134,74
134,218
135,139
135,217
136,50
136,66
137,4
137,38
137,208
138,163
138,195
138,222
139,163
139,195
139,222
140,12
140,195
140,222
141,12
141,195
141,222
142,133
142,148
142,214
143,62
143,79
143,203
144,133
144,171
145,133
145,182
146,48
146,133
147,104
147,161
148,104
148,161
149,83
149,113
150,133
150,214
151,197
152,91
152,121
153,91
153,121
154,91
154,121
155,17
155,50
156,17
156,50
157,17
157,50
158,162
158,205
159,162
159,205
160,162
160,205
161,57
161,89
161,150
162,57
162,89
162,150
163,84
163,89
163,204
164,84
164,89
164,204
165,42
165,142
165,193
166,42
166,87
166,193
167,84
167,170
167,193
168,84
168,170
168,193
169,81
169,83
170,77
170,217
170,218
171,77
171,217
171,218
172,94
172,182
173,30
173,56
173,100
174,25
174,30
174,56
175,73
175,158
175,191
176,73
176,158
176,191
177,42
177,99
177,197
178,42
178,99
178,197
179,126
179,182
180,126
180,182
181,126
181,182
182,20
182,68
183,72
183,155
183,203
184,72
184,155
184,203
185,142
185,148
185,189
186,31
186,39
186,218
187,20
187,81
187,91
188,20
188,81
188,91
189,20
189,81
189,91
190,124
190,150
190,167
191,20
191,42
191,173
192,20
192,42
192,173
193,26
193,57
193,177
194,31
194,212
194,218
195,31
195,212
195,218
196,99
196,197
197,83
197,197
198,84
198,132
198,191
199,119
199,122
199,146
200,92
201,92
202,160
202,201
203,42
203,83
203,155
204,120
204,189
205,120
205,189
206,142
206,150
206,158
207,75
207,79
207,154
208,148
208,162
208,189
209,85
209,142
209,150
210,85
210,139
210,142
211,85
211,128
211,195
212,93
212,193
212,200
213,27
213,62
213,189
214,66
214,112
214,193
215,83
215,89
215,123
216,71
216,124
216,139
217,66
217,139
217,214
218,48
218,102
218,222
219,48
219,102
219,222
220,119
220,171
220,203
221,119
221,171
221,203
222,73
222,116
222,146
223,73
223,110
223,170
224,110
224,170
224,190
225,73
225,84
225,216
226,195
226,218
226,221
227,89
227,189
227,222
228,42
228,50
228,214
229,42
229,50
229,214
230,31
230,170
230,195
231,124
231,154
232,154
232,189
233,4
233,38
233,208
234,57
234,85
234,155
235,110
235,122
235,200
236,66
236,183
236,216
237,85
237,183
237,200
238,55
238,74
238,119
239,182
239,216
240,48
240,216
241,155
241,157
241,203
242,68
242,116
242,158
243,83
243,133
244,83
244,133
245,83
245,133
246,66
246,154
247,161
248,153
248,214
249,113
249,133
250,133
250,146
251,116
252,121
252,213
253,121
253,213
254,121
254,213
255,17
255,177
256,17
256,177
257,17
257,177
258,31
258,205
259,31
259,205
260,31
260,205
261,139
261,142
261,150
262,85
262,112
262,139
263,62
263,124
263,139
264,62
264,124
264,139
265,150
265,164
266,161
267,147
267,193
268,161
269,26
269,164
270,122
270,141
270,195
271,122
271,141
271,195
272,122
272,141
272,195
273,20
273,42
273,123
274,20
274,42
274,123
275,20
275,42
275,123
276,66
276,157
277,66
277,157
278,74
278,89
278,141
279,39
279,89
279,141
280,197
280,201
280,208
281,197
281,201
281,208
282,197
282,201
282,208
283,141
283,195
284,85
284,214
285,43
285,127
285,139
286,43
286,127
286,200
287,210
288,216
289,210
290,26
290,150
291,81
291,177
292,225
293,142
293,176
294,157
294,176
295,157
295,176
296,66
296,162
296,203
297,66
297,162
297,203
298,72
298,155
298,203
299,103
299,151
299,189
300,30
300,118
300,226
301,30
301,118
301,226
302,89
302,132
302,179
303,75
303,85
303,162
304,70
304,148
304,189
305,70
305,148
305,189
306,70
306,148
306,189
307,137
307,201
308,137
308,201
309,94
309,107
309,182
310,94
310,107
310,182
311,94
311,126
312,107
312,217
313,77
313,132
313,193
314,119
314,132
314,204
315,91
315,116
315,128
316,62
316,96
316,186
317,62
317,96
317,186
318,149
318,177
319,149
319,177
320,119
320,133
320,221
321,119
321,133
321,221
322,119
322,122
322,166
323,5
323,102
323,174
324,40
324,163
324,223
325,62
325,122
325,203
326,62
326,122
326,203
327,27
327,122
327,198
328,7
328,75
328,162
329,92
330,92
331,154
331,218
332,154
332,218
333,22
333,116
334,22
334,116
335,79
335,207
336,81
336,161
337,92
338,92
339,6
339,74
339,119
340,6
340,74
340,119
341,1
341,75
341,163
342,1
342,75
342,163
343,92
344,92
345,187
345,190
346,187
346,190
347,12
347,195
348,12
348,195
349,1
349,119
349,195
350,25
350,30
350,104
351,54
352,23
352,135
353,29
353,57
353,84
354,29
354,57
354,84
355,57
355,92
356,57
356,133
357,20
357,67
357,173
358,92
359,88
359,133
359,191
360,160
360,201
361,76
361,83
361,110
362,76
362,83
362,110
363,76
363,119
363,203
364,76
364,119
364,203
365,76
365,119
365,203
366,142
366,163
367,195
367,221
368,74
368,195
369,148
369,189
369,195
370,74
370,195
371,148
371,162
372,120
372,148
373,85
373,112
374,21
374,93
375,21
375,93
376,21
376,93
377,21
377,189
378,21
378,76
379,21
379,93
380,92
381,92
382,39
383,40
384,3
385,158
386,133
387,121
387,163
388,121
388,163
389,121
389,163
390,17
390,87
391,17
391,87
392,17
392,87
393,36
393,205
394,36
394,205
395,36
395,205
396,89
396,144
397,85
397,144
398,85
398,144
399,110
399,166
399,212
400,110
400,166
400,212
401,150
401,161
402,193
402,200
403,66
403,85
403,147
404,66
404,85
404,147
405,66
405,85
405,147
406,91
406,116
406,128
407,116
407,128
407,200
408,109
408,162
409,109
409,162
410,176
410,189
411,176
411,189
412,120
412,161
413,6
413,120
414,193
414,204
415,71
415,73
416,133
416,214
417,124
417,150
417,217
418,195
418,221
419,195
419,221
420,20
421,51
422,151
422,186
422,187
423,151
423,186
423,187
424,124
424,167
424,200
425,2
425,49
425,213
426,2
426,49
426,213
427,90
427,95
427,150
428,30
428,90
428,95
429,92
430,84
430,112
430,191
431,89
431,95
431,122
432,36
432,122
432,203
433,92
434,2
434,89
434,185
435,2
435,89
435,185
436,69
436,70
436,92
437,69
437,70
437,92
438,142
438,148
438,189
439,47
439,176
439,200
440,56
440,116
440,158
441,16
441,89
441,198
442,81
442,133
443,149
443,154
444,149
444,154
445,149
445,154
446,62
446,124
446,203
447,83
447,132
447,183
448,83
448,88
448,183
449,151
449,153
450,151
450,153
451,12
451,89
451,170
452,12
452,89
452,170
453,6
453,41
453,129
454,6
454,41
454,129
455,92
456,187
456,195
456,221
457,187
457,195
457,221
458,195
458,218
458,221
459,172
459,176
460,172
460,176
461,123
461,133
462,4
462,103
462,189
463,22
463,119
463,122
464,94
464,144
464,174
465,20
465,91
465,146
466,111
466,216
467,48
467,216
468,73
468,158
468,191
469,57
469,177
469,204
470,20
470,91
471,76
471,171
472,75
472,127
472,154
473,119
473,171
473,203
474,1
474,4
474,38
475,88
475,183
476,103
476,151
476,189
477,57
477,133
478,29
478,171
479,92
480,92
481,92
482,92
483,133
483,201
484,133
484,201
485,48
485,50
486,168
487,92
487,133
487,201
488,92
489,74
490,74
491,10
492,116
492,158
493,114
494,215
495,27
495,121
496,27
496,121
497,27
497,121
498,17
498,203
499,17
499,203
500,17
500,144
501,163
501,205
502,163
502,205
503,163
503,205
504,4
504,89
504,150
505,4
505,77
505,89
506,124
506,150
506,216
507,85
507,152
507,157
508,85
508,152
508,157
509,95
509,132
509,213
510,95
510,132
510,213
511,62
511,121
512,62
512,121
513,17
513,62
514,17
514,62
515,62
515,205
516,62
516,205
517,55
517,197
517,201
518,55
518,197
518,201
519,16
519,147
519,191
520,16
520,147
