1,10,0.25
1,4,0.5
1,5,0.5
1,6,0.5
1,18,0.5
1,26,0.7
1,1,1
1,2,1
1,3,1
1,9,1
1,11,1
1,13,1
1,14,1
1,16,1
1,17,1
1,7,2
1,8,2
1,12,2
1,15,2
1,32,6.9
1,23,45
1,27,45
1,31,45
1,19,49
1,24,49
1,29,65
1,30,65
1,21,70
1,28,88.1
1,22,318
1,20,5120
1,25,1059860
2,10,0.25
2,4,0.5
2,5,0.5
2,6,0.5
2,18,0.5
2,1,1
2,2,1
2,3,1
2,9,1
2,11,1
2,13,1
2,14,1
2,16,1
2,17,1
2,26,1
2,7,2
2,8,2
2,12,2
2,15,2
2,32,13
2,23,45
2,27,60
2,31,60
2,19,62
2,24,63
2,21,70
2,29,80
2,30,80
2,28,88.1
2,22,405
2,20,5120
2,25,1059860
3,10,0.25
3,4,0.5
3,5,0.5
3,6,0.5
3,18,0.5
3,1,1
3,2,1
3,3,1
3,9,1
3,11,1
3,13,1
3,14,1
3,16,1
3,17,1
3,7,2
3,8,2
3,12,2
3,15,2
3,26,2
3,23,45
3,21,70
3,27,80
3,31,80
3,28,88.1
3,19,100
3,32,100
3,30,120
3,29,122
3,24,123
3,22,625
3,20,5120
3,25,1059860
4,1,0.5
4,5,0.5
4,7,0.5
4,10,0.5
4,12,0.5
4,17,0.5
4,26,0.6
4,2,1
4,3,1
4,4,1
4,6,1
4,8,1
4,9,1
4,13,1
4,14,1
4,15,1
4,11,2
4,16,2
4,18,2
4,32,8.5
4,27,39
4,24,43
4,23,45
4,30,50
4,19,52
4,29,60
4,31,65
4,21,70
4,28,88.1
4,22,309
4,20,5120
4,25,1059860
5,1,0.5
5,5,0.5
5,7,0.5
5,10,0.5
5,12,0.5
5,17,0.5
5,2,1
5,3,1
5,4,1
5,6,1
5,8,1
5,9,1
5,13,1
5,14,1
5,15,1
5,26,1.1
5,11,2
5,16,2
5,18,2
5,32,19
5,23,45
5,24,58
5,27,58
5,19,64
5,30,65
5,21,70
5,29,80
5,31,80
5,28,88.1
5,22,405
5,20,5120
5,25,1059860
6,11,0
6,1,0.25
6,10,0.25
6,5,0.5
6,6,0.5
6,7,0.5
6,17,0.5
6,2,1
6,3,1
6,8,1
6,9,1
6,12,1
6,13,1
6,14,1
6,15,1
6,26,1.7
6,4,2
6,18,2
6,16,4
6,23,45
6,21,70
6,24,78
6,27,78
6,28,88.1
6,32,90.5
6,31,100
6,19,104
6,30,115
6,29,159
6,22,634
6,20,5120
6,25,1059860
7,7,0.5
7,12,0.5
7,17,0.5
7,18,0.5
7,26,0.5
7,1,1
7,2,1
7,3,1
7,5,1
7,6,1
7,8,1
7,9,1
7,11,1
7,13,1
7,14,1
7,15,1
7,16,1
7,4,2
7,10,2
7,32,9
7,31,43
7,27,44
7,23,45
7,19,48
7,29,50
7,30,64
7,24,65
7,21,70
7,28,88.1
7,22,314
7,20,5120
7,25,1059860
8,7,0.5
8,12,0.5
8,17,0.5
8,18,0.5
8,1,1
8,2,1
8,3,1
8,5,1
8,6,1
8,8,1
8,9,1
8,11,1
8,13,1
8,14,1
8,15,1
8,16,1
8,26,1
8,4,2
8,10,2
8,32,22.5
8,23,45
8,31,58
8,27,59
8,19,63
8,29,65
8,21,70
8,24,80
8,30,80
8,28,88.1
8,22,405
8,20,5120
8,25,1059860
9,7,0.5
9,12,0.5
9,17,0.5
9,18,0.5
9,1,1
9,2,1
9,3,1
9,5,1
9,6,1
9,8,1
9,9,1
9,11,1
9,13,1
9,14,1
9,15,1
9,16,1
9,26,1.6
9,4,2
9,10,2
9,23,45
9,21,70
9,31,78
9,27,79
9,32,85.5
9,28,88.1
9,19,103
9,30,115
9,24,120
9,29,135
9,22,630
9,20,5120
9,25,1059860
10,26,0.3
10,6,0.5
10,10,0.5
10,11,0.5
10,1,1
10,2,1
10,3,1
10,4,1
10,5,1
10,9,1
10,12,1
10,13,1
10,14,1
10,15,1
10,17,1
10,18,1
10,7,2
10,8,2
10,16,2
10,32,2.9
10,29,20
10,30,20
10,19,30
10,24,35
10,27,45
10,31,45
10,28,50
10,21,70
10,22,195
10,23,255
10,20,3840
10,25,1000000
11,6,0.5
11,10,0.5
11,11,0.5
11,26,0.7
11,1,1
11,2,1
11,3,1
11,4,1
11,5,1
11,9,1
11,12,1
11,13,1
11,14,1
11,15,1
11,17,1
11,18,1
11,7,2
11,8,2
11,16,2
11,32,9.9
11,19,20
11,29,25
11,30,25
11,31,30
11,27,50
11,28,50
11,24,55
11,21,70
11,23,120
11,22,205
11,20,3840
11,25,1000000
12,11,0
12,6,0.25
12,10,0.25
12,1,0.5
12,2,1
12,3,1
12,5,1
12,9,1
12,13,1
12,14,1
12,15,1
12,17,1
12,18,1
12,26,1.1
12,4,2
12,7,2
12,8,2
12,12,2
12,16,4
12,32,32
12,19,45
12,23,45
12,24,50
12,28,50
12,27,60
12,21,70
12,31,70
12,30,80
12,29,90
12,22,395
12,20,3840
12,25,1000000
13,6,0.25
13,10,0.25
13,26,0.3
13,1,0.5
13,5,0.5
13,14,0.5
13,2,1
13,3,1
13,4,1
13,9,1
13,11,1
13,12,1
13,13,1
13,17,1
13,18,1
13,7,2
13,8,2
13,15,2
13,16,2
13,32,3.2
13,29,20
13,30,20
13,24,30
13,19,35
13,27,40
13,28,50
13,31,50
13,21,70
13,22,195
13,23,255
13,20,3840
13,25,1000000
14,6,0.25
14,10,0.25
14,1,0.5
14,5,0.5
14,14,0.5
14,26,0.6
14,2,1
14,3,1
14,4,1
14,9,1
14,11,1
14,12,1
14,13,1
14,17,1
14,18,1
14,7,2
14,8,2
14,15,2
14,16,2
14,32,10
14,19,25
14,29,25
14,30,25
14,31,35
14,27,45
14,24,50
14,28,50
14,21,70
14,23,120
14,22,205
14,20,3840
14,25,1000000
15,6,0.25
15,10,0.25
15,1,0.5
15,5,0.5
15,14,0.5
15,2,1
15,3,1
15,4,1
15,9,1
15,11,1
15,12,1
15,13,1
15,17,1
15,18,1
15,26,1
15,7,2
15,8,2
15,15,2
15,16,2
15,29,15
15,32,29.5
15,24,40
15,23,45
15,28,50
15,27,65
15,21,70
15,30,80
15,31,145
15,19,150
15,22,495
15,20,3840
15,25,1000000
16,9,0
16,11,0
16,26,0.3
16,1,0.5
16,10,0.5
16,2,1
16,3,1
16,5,1
16,6,1
16,7,1
16,8,1
16,13,1
16,14,1
16,15,1
16,17,1
16,18,1
16,32,1.8
16,4,2
16,12,2
16,16,2
16,29,35
16,30,35
16,24,40
16,27,40
16,19,45
16,28,50
16,31,56
16,21,70
16,22,251
16,23,255
16,20,3840
16,25,1059860
17,9,0
17,11,0
17,1,0.5
17,10,0.5
17,2,1
17,3,1
17,5,1
17,6,1
17,7,1
17,8,1
17,13,1
17,14,1
17,15,1
17,17,1
17,18,1
17,26,1.1
17,4,2
17,12,2
17,16,2
17,32,30
17,28,50
17,29,50
17,30,50
17,24,55
17,19,60
17,27,63
17,21,70
17,31,71
17,23,120
17,22,349
17,20,3840
17,25,1059860
18,9,0
18,11,0
18,1,0.5
18,10,0.5
18,2,1
18,3,1
18,5,1
18,6,1
18,7,1
18,8,1
18,13,1
18,14,1
18,15,1
18,17,1
18,18,1
18,26,1.5
18,4,2
18,12,2
18,16,2
18,32,39.5
18,23,45
18,28,50
18,21,70
18,19,80
18,24,80
18,30,80
18,27,83
18,31,121
18,29,135
18,22,579
18,20,3840
18,25,1059860
19,9,0
19,1,1
19,2,1
19,3,1
19,4,1
19,5,1
19,7,1
19,8,1
19,10,1
19,11,1
19,12,1
19,13,1
19,14,1
19,15,1
19,16,1
19,17,1
19,18,1
19,6,2
19,29,25
19,27,30
19,24,35
19,30,35
19,28,50
19,19,56
19,21,70
19,31,72
19,22,253
19,23,255
19,20,3840
19,25,1000000
20,9,0
20,1,1
20,2,1
20,3,1
20,4,1
20,5,1
20,7,1
20,8,1
20,10,1
20,11,1
20,12,1
20,13,1
20,14,1
20,15,1
20,16,1
20,17,1
20,18,1
20,6,2
20,29,40
20,28,50
20,21,70
20,24,70
20,19,71
20,27,75
20,31,77
20,30,80
20,23,127
20,22,413
20,20,3840
20,25,1000000
21,9,0
21,11,0
21,26,0.3
21,1,0.5
21,10,0.5
21,2,1
21,3,1
21,5,1
21,6,1
21,7,1
21,8,1
21,13,1
21,14,1
21,15,1
21,17,1
21,18,1
21,4,2
21,12,2
21,16,2
21,32,2
21,24,30
21,29,31
21,30,31
21,27,40
21,28,50
21,19,60
21,21,70
21,31,70
21,23,255
21,22,262
21,20,3840
21,25,1000000
22,9,0
22,11,0
22,1,0.5
22,10,0.5
22,2,1
22,3,1
22,5,1
22,6,1
22,7,1
22,8,1
22,13,1
22,14,1
22,15,1
22,17,1
22,18,1
22,26,1.2
22,4,2
22,12,2
22,16,2
22,32,38
22,28,50
22,29,61
22,30,61
22,24,65
22,27,65
22,21,70
22,19,90
22,23,90
22,31,100
22,22,442
22,20,3840
22,25,1000000
23,1,0.5
23,5,0.5
23,6,0.5
23,10,0.5
23,14,0.5
23,2,1
23,3,1
23,4,1
23,7,1
23,8,1
23,9,1
23,12,1
23,13,1
23,16,1
23,17,1
23,18,1
23,11,2
23,15,2
23,26,2
23,32,6.9
23,27,35
23,29,40
23,24,44
23,28,50
23,30,54
23,31,55
23,19,60
23,21,70
23,23,255
23,22,288
23,20,5120
23,25,1000000
24,1,0.5
24,5,0.5
24,6,0.5
24,10,0.5
24,14,0.5
24,2,1
24,3,1
24,4,1
24,7,1
24,8,1
24,9,1
24,12,1
24,13,1
24,16,1
24,17,1
24,18,1
24,11,2
24,15,2
24,26,3.5
24,28,50
24,27,60
24,29,65
24,32,65
24,24,69
24,21,70
24,30,79
24,31,80
24,23,90
24,19,95
24,22,448
24,20,5120
24,25,1000000
25,26,0.4
25,4,0.5
25,8,0.5
25,17,0.5
25,1,1
25,2,1
25,3,1
25,5,1
25,6,1
25,7,1
25,9,1
25,10,1
25,12,1
25,13,1
25,14,1
25,15,1
25,16,1
25,18,1
25,11,2
